ImageName,Bicycle,Bridge,Bus,Car,Chimney,Crosswalk,Hydrant,Motorcycle,Other,Palm,Stair,Traffic Light
04824.png,0.2605294,-0.24428146,0.042592272,-0.2639611,0.009515676,0.0027049691,0.23592332,0.14777638,-0.00229883,1.2868772,-0.887907,0.38322848
04825.png,-0.047076266,0.110607885,1.1217126,0.8422344,-0.24683957,-0.781937,0.38161296,0.21654946,-0.26537108,-0.655905,0.22460195,0.43877503
04826.png,0.7833018,0.2545011,0.27917588,0.054498076,0.39691988,0.02156221,-0.41452253,0.5159587,0.08039634,-0.37576455,-0.2252331,0.56993395
04827.png,0.94241273,0.6198222,-0.020885153,0.49964842,0.53340024,-0.19031464,0.21211296,0.75828177,-0.14283301,-1.1612465,-0.101938166,0.105963364
04828.png,-0.8693305,-0.39037603,-0.1795805,-0.6860584,-0.11110164,0.09484091,0.45898837,-0.9647596,-0.04372263,0.43251783,0.13864438,-0.5069536
04829.png,-0.06084409,0.4457253,-0.4152816,0.869102,-0.7070541,-0.71024287,0.46467698,0.3839219,0.5398309,-0.38325936,-0.19188586,-0.13257974
04830.png,0.8358526,0.33715627,0.27172318,0.06668191,0.24245961,0.09715965,-0.29484493,0.59864074,-0.047454745,-0.4671088,-0.19237068,0.4934433
04831.png,-0.9484725,-0.09249986,0.010859726,-0.33283463,0.14370355,-0.92179424,0.26641554,-1.0614003,-0.016881136,0.14724019,-0.21069962,-0.27661827
04832.png,-0.63094306,-0.117047794,-0.5260297,0.2614547,-0.42686167,-0.21302132,0.5163074,-0.024125375,-0.08879694,0.12904954,-0.01465966,-0.64967376
04833.png,0.057593245,-0.0011949632,0.0661083,0.41100958,-1.0244812,-0.037900098,-0.09541344,0.22854829,0.67606306,0.6398666,-0.20356557,-0.073669955
04834.png,1.0929896,0.5279608,0.086755276,0.1844956,-0.22523741,0.114361905,-0.10191014,0.6999439,0.060965404,-0.43034977,-0.17088185,0.26711583
04835.png,1.2465574,0.9484492,0.13218398,0.27478746,-0.4756331,0.46167132,-0.5399102,1.3586576,-0.23960869,-0.6775612,0.17607065,0.339698
04836.png,1.0344789,0.7301964,-0.20823531,0.9738723,-0.7232612,-0.522884,-0.4978095,1.2702062,-0.46725604,-0.23005691,-0.5474594,-0.3604128
04837.png,0.94123006,0.46791425,0.4681562,0.30567354,0.13052873,-0.30936635,0.10114179,0.7059281,-0.11260618,-0.50750244,-0.39858067,0.5525097
04838.png,0.4922394,0.1653578,0.7136197,-0.22422607,0.74426365,0.19482304,-0.27689016,-0.13617143,0.5282881,0.252262,-0.4750892,0.27762386
04839.png,-0.49377736,-0.89225173,0.15801536,-0.2809958,0.5870603,-0.50704044,0.6778298,-0.8336998,0.41876885,0.31372496,-0.10773763,-0.5773961
04840.png,-0.41642913,-0.3122399,-0.17760731,-0.11969357,-0.4919343,-1.1113437,0.40145683,-0.7785152,0.26053965,-0.46485445,-0.5282941,-0.3530776
04841.png,0.008859736,0.20111296,0.5568372,1.1683807,0.21856344,-0.23072879,0.26106867,0.58919317,0.012666287,-1.0458822,0.2631915,0.28866684
04842.png,0.7812526,0.4692458,0.1192725,0.51299536,-0.35845277,0.38628334,0.124409325,0.76111114,0.048485205,-0.6052943,-0.038431115,0.35597625
04843.png,-0.842627,-0.60826105,-0.06791733,-0.1658961,0.2977889,-0.49483922,0.49436605,-0.8231149,0.17130521,0.30756325,-0.059141517,-0.38696435
04844.png,0.8293104,0.28649735,0.17259835,0.049387977,0.046814192,0.2902833,-0.45409,0.6723781,-0.08725032,-0.2985052,-0.04670506,0.48524594
04845.png,0.8599962,0.84968317,-0.1467739,0.5979663,-0.310795,0.4879645,-0.20193502,0.72433066,0.14650115,-0.78162444,-0.20415215,0.52436274
04846.png,-0.9056262,-1.2180349,-0.4488885,-0.69499147,0.323705,-0.7741937,0.15329343,-0.36342582,0.8359914,0.90533155,-0.1119147,-0.07321237
04847.png,1.1586725,0.3101593,0.08494775,-0.0489683,0.25082314,0.43856218,-0.15071392,0.5977051,0.074899614,-0.34109297,-0.0534269,-0.07286441
04848.png,0.9090612,0.58588654,-0.5321666,0.30632877,-0.13070686,0.19375636,-0.14421177,0.7405443,0.3245692,-0.9269431,0.30457664,0.4591891
04849.png,0.49199983,0.019146433,0.44188133,-0.35819605,0.75415796,-0.19150494,0.20412132,0.36238328,0.36554238,-0.5012899,-0.62343156,0.15779968
04850.png,-0.7774179,-0.72932476,-0.20671074,-0.093086064,0.19606817,-0.39151785,0.27387786,-0.33323398,0.15576817,0.2944402,-0.049390413,-0.4797701
04851.png,-0.73729455,-0.5685331,-0.11186533,-0.12392402,0.1725367,-0.4702862,0.5469373,-0.7119106,0.20631443,0.46131432,-0.055324063,-0.52419835
04852.png,0.7615542,1.0726743,-0.11332168,1.5175643,-0.82451046,0.23631516,0.20818582,0.20585647,0.15220903,-0.27453077,0.14369957,-0.31825733
04853.png,0.580804,0.17968774,0.13323985,-0.1897214,-0.10037674,0.33444634,-0.5527907,0.81538427,-0.35355008,-0.06361186,0.21966812,0.5828731
04854.png,-0.74918216,0.03643828,-0.132534,-0.008421868,-0.23548679,-0.12826936,0.037046425,-0.34007066,-0.27029374,-0.05705797,0.08061197,-0.25294498
04855.png,0.0077423872,0.15433805,0.2258268,0.50071967,0.018904943,0.08836319,0.97380245,-0.43564996,0.9979486,0.87655336,0.38038543,1.0839823
04856.png,-0.80122155,-0.54296255,-0.06348182,-0.117418766,0.21204008,-0.4516769,0.44285414,-0.6823285,0.0985229,0.33483475,-0.0104432795,-0.49838784
04857.png,0.74417406,0.1834559,-0.23352931,0.01400841,0.17642061,0.05074908,-0.050776087,-0.5698794,-0.22443788,0.35670868,-0.36582288,1.1352007
04858.png,0.34186763,0.6298798,0.07993667,0.37091428,-0.5026537,0.1069914,-0.9215377,0.5490476,-0.27979678,-0.49057168,-0.052636705,0.68748814
04859.png,-0.69747365,0.5320862,-0.09509395,0.6782688,0.7950166,-0.53419036,-0.0033534542,0.69250584,-0.050038278,-0.4913712,-0.1726777,-0.6207443
04860.png,-0.60377544,-0.025321076,0.011951013,0.5502182,0.0943784,-0.5275824,0.34994256,-0.22773576,0.124149695,-0.39986238,0.5102201,0.24978028
04861.png,-0.83964145,-0.6284528,-0.1550722,-0.3526664,0.066340074,-0.0843708,0.5054581,-0.7725576,0.3125099,0.5055982,0.012615403,-0.5755353
04862.png,-0.6268062,-0.10739156,0.10249624,-0.024528742,0.023507703,-1.1873024,0.36966577,-1.4464674,0.22760834,0.24225202,-0.42473176,-0.40739664
04863.png,0.5876764,-0.24202861,0.51821035,-0.26337233,0.7371397,-0.15789716,-0.21703339,0.043721773,0.1429624,-0.22552708,-0.41667527,0.5690751
04864.png,-0.68223155,-0.13629057,-0.1472113,0.75441504,-0.6631245,-0.39629367,0.8503987,-0.3518283,0.14465798,-0.39898884,0.39093074,0.12732622
04865.png,-0.59400284,-0.5442466,-0.23188768,0.43528497,0.20390542,-0.5274508,0.61293334,-0.34887245,0.508455,-0.10338058,-0.35657942,-0.46109813
04866.png,0.029295456,-0.9831903,0.85698104,-1.0859193,1.0961977,-0.17876165,-0.60743225,-0.38702592,0.17918305,-0.08149398,-0.3950311,0.39285043
04867.png,-0.41931495,-0.7218106,-0.28999418,-0.32312343,1.0099437,-0.99354017,0.93464166,-1.2817649,0.107161015,0.03706699,-0.5940517,-0.21046379
04868.png,-0.48962992,-0.608135,0.043918654,0.39294592,0.48974016,-0.6440848,0.91229075,-0.6580683,0.2973967,-0.35834238,-0.77330935,-0.34634736
04869.png,-0.24841648,-0.27712077,-0.21587996,0.501071,-0.04790565,-0.67743564,0.14577517,-0.3966432,0.3620107,0.0263216,-0.29212293,0.118282646
04870.png,0.7804999,0.24577592,0.21484269,0.011316419,0.14307539,0.14506583,-0.31914502,0.43036196,-0.23932432,-0.54390097,-0.07691446,0.3490012
04871.png,0.16145524,0.89147127,0.0033511054,0.66660464,-0.4677449,0.739753,0.13814211,1.3027188,0.6317652,-0.12222361,-0.79362607,0.077034995
04872.png,-0.8889635,-0.63008565,0.053194538,-0.24391147,0.49233368,-0.5915443,0.5492423,-0.88280404,0.2903253,0.26407358,-0.13778047,-0.36550352
04873.png,-0.2458013,-0.10672157,-0.1657751,0.19449833,-0.44647074,-0.8084229,0.68728036,-0.7032075,-0.207104,-0.48574919,-0.09100183,0.24671529
04874.png,0.09557613,0.5222737,0.020829989,1.0627728,-0.06426211,0.13811384,-1.1078734,1.627407,-0.28119418,-1.0364985,-0.6638804,0.018033667
04875.png,0.6239402,0.59203815,0.12812261,0.35542694,-0.13076536,0.5071388,-0.27993947,0.62546575,0.0051294137,-0.17046489,-0.4033328,0.28718087
04876.png,0.68806154,0.30406696,0.069380954,0.19422655,-0.42434108,0.51164955,0.12012603,0.26427495,0.10424709,0.060899533,0.095187314,0.3671067
04877.png,0.29303643,0.7446642,0.089519426,0.112007275,-0.7492061,0.26001474,-0.7101894,0.6301482,-0.08920981,0.2385009,0.3312545,-0.081689015
04878.png,-0.5439352,-0.34671578,-0.08242884,0.46675882,-0.044921692,-0.20867407,0.6609937,-0.40342358,0.17152251,0.09794717,0.13286641,-0.27071342
04879.png,1.1218464,0.2462247,0.3002058,0.7889037,-0.34806836,0.051895104,0.16329503,0.5009237,0.38080063,-0.9246155,0.088727556,0.68486947
04880.png,0.55141634,-0.5816695,0.54289633,-0.62214744,1.1050941,0.28679624,-0.6288629,-0.31792924,-0.19631192,0.009652967,0.27301815,0.37269
04881.png,-0.24131341,-0.32136375,-0.36024866,1.0352272,-0.13706797,-0.44840392,0.52625483,0.27925974,0.186452,-0.1276394,0.41541857,-0.15122491
04882.png,-0.7753342,-0.22519302,-0.20761524,0.25700417,-0.17919753,-0.43670198,0.42297268,-0.5654056,0.16336995,0.041241728,0.023657424,-0.22580788
04883.png,-0.18772489,-0.29035604,0.032584533,-0.24718523,1.8813483,0.32494068,-0.6678894,-0.34885716,0.45957032,0.7944973,-0.61858493,0.69835275
04884.png,0.09931096,-0.22525373,-0.58271044,0.42605528,0.9552032,-0.5381247,0.46735263,-0.43135497,0.6443383,-0.8162059,-0.6976424,-0.37095353
04885.png,-0.6289495,0.05031555,-0.43365183,0.12576473,-0.97438633,0.45311746,0.12118345,-0.029225446,0.14945213,0.08318653,0.9875204,0.16171281
04886.png,0.7467741,0.087622784,0.36284056,-0.49214742,1.3866758,-0.34944126,0.011266537,0.65051436,-0.05761616,-0.56271666,0.1013461,0.68748885
04887.png,-0.68972784,-0.10830975,0.09444116,0.5934459,-0.028793138,-0.51408243,0.55151516,-0.26381308,-0.09617554,-0.3475791,0.1761889,-0.6655702
04888.png,-0.38420543,-0.19630031,0.14817058,-0.34236783,0.24525537,-0.6301085,0.2904929,-0.92927754,-0.2667184,-0.17504556,0.06379511,-0.11894633
04889.png,-0.77870476,-0.7305248,-0.069727436,-0.06844738,0.44418606,-0.7057189,0.49807447,-0.8093224,0.28405097,0.19000912,-0.14026044,-0.27458888
04890.png,0.34355804,-0.49373728,0.5241758,-0.907838,0.7523616,-0.093198515,-0.5503116,-0.54214215,-0.04912223,0.2440193,-0.9758811,0.7423642
04891.png,0.831551,0.2897734,0.12247507,0.74402773,0.052898664,-0.3189656,-0.13939849,0.49427322,-0.1967505,-0.74450105,-0.37156337,0.42463055
04892.png,-0.536047,-0.60417664,0.08945702,0.48470858,0.59921706,-0.47548854,0.4513938,-0.78336585,0.5453276,-0.16260953,0.14600746,-0.3536587
04893.png,-0.7758487,-0.9304737,0.1162395,-0.17671943,0.9338221,-0.7678412,0.49654984,-0.8667547,0.37486288,0.10072419,-0.26562834,-0.19166082
04894.png,-0.8080008,-0.46251184,-0.07319377,0.009146601,0.25581744,-0.6973061,0.5331381,-0.6807947,0.28471112,0.055344097,-0.18688342,-0.34836596
04895.png,0.33948365,-0.08169971,-0.27287796,0.36535743,0.66889775,-0.12798382,-0.18663305,0.8387271,-0.5685672,-1.0026999,0.44278452,-0.11517623
04896.png,-0.47362784,-0.19869848,0.17911954,0.8238963,-0.17823364,-0.31866992,0.32446742,-0.09504024,0.089689255,-0.45830193,0.39856622,-0.092087835
04897.png,-0.6199044,-1.0670677,-0.33100647,0.15052822,0.6107841,-1.1546926,0.354058,-0.5717125,0.43763852,0.44226325,-0.37706357,0.55808145
04898.png,-0.87240255,-0.67544025,-0.035931304,-0.98553836,0.3867682,-0.78683484,0.5832644,-1.5380771,0.43054393,1.5053203,-0.42691886,-0.7330689
04899.png,0.010786426,0.12796386,0.3663648,1.3678538,0.66064996,-0.8664787,0.08456322,0.18045014,-0.008266715,-0.77491945,0.36434904,0.40472725
04900.png,-0.7064817,-0.49500513,0.11247118,0.08615646,0.51047045,-0.88709134,0.3860974,-0.56693476,0.21419531,-0.19905512,-0.2854971,-0.13789074
04901.png,-1.149033,-0.036226638,-0.30225858,0.15781315,-0.6047601,-0.5547699,0.3115263,-0.65467405,0.13643397,0.14421198,0.3810344,-0.15840599
04902.png,0.66700715,0.2243611,0.5570515,-0.030020505,0.62210953,0.34080637,-0.27341244,0.29576093,-0.17586632,-0.12389312,-0.07312042,0.79463917
04903.png,-0.12501939,-0.71565753,-0.18737365,-0.7606696,0.48648572,-0.70407814,0.32223433,-0.8836427,0.3360278,0.7634464,-0.5855727,-0.5733358
04904.png,-0.7357656,-0.10807905,0.48985183,-0.20535588,1.0513865,-1.6712861,0.032624073,-1.138831,-0.19752812,0.056294166,-0.43257537,0.18636423
04905.png,-0.3316444,-0.67663336,0.43345782,-1.0493317,1.0350581,-1.1185083,0.7761882,-0.97055084,0.41373786,0.8022342,-0.82662225,-0.65569454
04906.png,0.92500806,0.93221426,0.40377572,0.36809498,-0.024580907,0.056618802,-0.40845105,0.59528255,-0.20904294,0.09988635,-0.2092587,0.42054895
04907.png,-1.1398377,-0.8905351,-0.14155403,-0.92021406,-0.05521309,-0.28481224,0.048190825,-0.982977,0.12546322,1.3543819,-0.12391142,-0.9091558
04908.png,-0.6456908,-0.18061148,-0.037626818,0.29883525,-0.15215911,-0.578773,0.5801479,-0.8042526,0.27597356,0.36965874,-0.5910381,-0.7322031
04909.png,-0.9972882,-0.8120262,0.5620159,-1.0565237,0.9028802,-0.06453458,0.13085693,-1.0628405,-0.28276417,1.1189919,0.5721424,-0.5980877
04910.png,0.916883,0.24019153,-0.19779436,0.53750515,-0.06457044,0.95903885,-0.25053555,1.1398077,-0.3448126,-1.3298831,0.10917709,1.5730577
04911.png,-0.9397166,-0.42118344,0.1858484,0.1281915,-0.0051598074,-0.39038473,0.4483718,-0.6385591,0.2678025,-0.07743888,0.15464056,-0.28067884
04912.png,0.81247675,-0.0630194,0.25214037,-0.49625042,0.04891983,0.11910275,-0.4633331,0.083782665,-0.17864284,-0.13985881,-0.14899795,0.47161573
04913.png,-0.5342431,-0.38868544,-0.20830496,-0.5437255,0.4759684,-0.159759,-0.09417405,-0.33611637,-0.089861006,0.021587038,0.16596495,-0.20573182
04914.png,-0.8462227,-1.141749,-0.010416107,-0.2157357,1.0902084,-0.7611165,0.4955737,-0.80682725,0.2768596,-0.1650736,0.122610606,-0.053056538
04915.png,0.061657924,0.8447827,-0.21391912,1.0062891,-1.1856295,-0.781296,0.5006855,-0.29782453,0.06290074,-0.23236287,0.13532679,-0.82103443
04916.png,1.0127875,0.64975643,0.22500868,0.4854783,-0.054401707,-0.06538699,-0.09761783,0.771536,0.13118589,-0.3788301,-0.015858913,0.3487531
04917.png,0.32013556,0.014329424,0.3746055,0.6947007,-0.12590273,-0.3493108,-0.9092928,0.78467596,0.28533205,-0.1896335,-0.4334464,0.431589
04918.png,-0.627813,-0.55105716,-0.31651992,0.29940483,-0.33595175,-0.29029265,0.5273664,-0.40880236,0.32140782,0.38115126,0.12444838,-0.5965159
04919.png,0.79925674,0.075330056,0.42800772,-0.37544575,0.45265934,0.4333197,-0.583592,0.8536613,0.411916,-0.28016692,-0.15686919,0.4297727
04920.png,0.6526935,0.26312837,0.2869011,-0.10722539,0.08373828,0.44115475,-0.41708672,0.78532743,-0.11046961,-0.023801675,0.113944374,0.6546344
04921.png,0.018315323,0.008182576,0.4300004,0.09888828,0.5000083,-0.22997038,0.9218357,-0.45534614,0.6020797,-0.41978016,-0.5435493,0.5278192
04922.png,-0.6098417,-0.2683844,-0.07294588,0.18116114,-0.31433,-0.28680474,0.4794147,-0.6708937,0.32364297,0.24970037,-0.38822982,-0.35372102
04923.png,0.33152997,0.28963447,-0.5389518,0.33807114,0.05844452,0.14371835,-0.28435203,0.88656807,-0.13384196,-0.2800954,-0.1663827,-0.15743484
04924.png,-0.42781472,-0.21827342,0.24656636,0.72360206,0.29322204,-0.5844763,0.4975084,-0.14294711,0.11975652,-0.61734647,-0.108661644,0.05184658
04925.png,-0.03502262,0.82367283,-0.114612654,0.76957715,-1.3662887,0.5699252,0.042424344,0.16180502,1.0225492,0.1899518,0.32879505,0.3726378
04926.png,-0.32578322,0.1341385,-0.3039065,0.7464454,-0.07364468,-0.6875365,0.5307513,-0.020077415,0.059536085,-0.46344376,0.28714934,-0.33801413
04927.png,-0.3726291,0.08893999,-0.12616993,-0.1510078,-0.46062806,0.21015947,0.50251657,-0.10831202,-0.13578808,0.70277923,0.23189117,-0.587877
04928.png,-0.025612738,-0.21286564,0.2693883,-0.84695446,0.5380367,-1.0010331,0.6067817,-0.76815975,0.7954793,0.50089383,-0.9100332,-0.104991056
04929.png,0.16685106,-0.25713128,-0.27683738,0.045902252,0.19853078,0.61330956,0.70299566,-0.25033268,-0.3530012,-0.61159015,0.06207917,-0.039248236
04930.png,-0.9529013,0.039427273,-0.6067083,-0.16464883,-0.29962355,0.03459102,0.25963002,-0.063903,-0.11335483,0.05643428,0.95463693,-0.35166976
04931.png,-0.21474816,-0.6587902,-0.26153496,-0.9463911,0.46425575,-0.11799125,-0.3274708,-0.4325187,0.49562058,1.1382384,-0.8637408,-0.08915385
04932.png,0.4408988,-0.008716444,0.21587478,0.5215453,0.10702026,-0.29094428,0.35328636,0.6223376,0.6945764,-0.6014539,-0.592654,-0.22890233
04933.png,0.3111145,-0.21093586,-0.083772376,-0.06493488,1.4266404,-1.0279917,0.005676098,-0.37141803,0.24259105,-1.0020552,-0.58442926,0.80415183
04934.png,0.8974324,0.5812386,0.03885472,0.6522924,0.033497382,0.088937245,-0.20436063,0.98226,-0.111325264,-0.7468345,-0.035714008,0.55913323
04935.png,0.6881906,0.22924547,0.556999,0.24543273,-0.041753646,-0.015914539,0.23853368,0.26793566,0.1955723,-0.49595362,-0.19280642,0.4424921
04936.png,-0.6262062,-0.13281359,-0.22911151,0.27803406,-0.16356824,-0.5762511,0.59022284,-0.5328158,0.23318182,0.06501185,-0.16331616,-0.6450722
04937.png,-0.47671193,-0.67274654,0.38347706,-0.47865766,1.0980662,-0.46952718,0.062154062,-1.47812,0.8763246,0.18254931,-1.0683689,-0.8289345
04938.png,-1.1056026,-0.2746331,-0.18124785,-0.7496016,0.32128608,-0.09267417,-0.581384,-0.41319367,0.033652566,0.9712401,-0.23988268,-0.45263997
04939.png,-0.68910676,-1.0368434,0.12468241,-0.3963251,0.9351867,-0.8319508,0.66236407,-0.890175,0.5653162,0.14831553,-0.39287266,-0.19478306
04940.png,0.327,0.4171521,0.32409272,-0.9228653,-0.34691897,-0.17210387,-0.21762511,-1.1574645,-0.30760267,0.28884035,0.24162056,0.64068323
04941.png,0.7722752,0.33820227,0.29654983,-0.1835503,0.13779338,0.2702499,-0.3794618,0.53039753,-0.09368664,-0.2036581,-0.12335577,0.4303861
04942.png,0.64730024,0.40004823,0.27520323,-0.019376844,-0.08350015,0.10138988,-0.36846837,0.5335587,0.012402685,-0.16940862,-0.1306651,0.43835714
04943.png,0.06341527,-0.5723354,0.6070053,-0.8951527,1.5246145,-0.23180129,-0.041015,-0.9178239,0.64887345,-0.14012897,-0.17587975,-0.29620075
04944.png,-0.78508735,-0.7733605,0.041485563,-0.1301974,0.27616802,-0.5407822,0.64446133,-0.73121494,0.23533627,0.3616289,-0.09963884,-0.3031002
04945.png,0.09539994,-0.28242165,-0.25067255,0.72113895,0.03452376,-0.71547866,0.6716839,-0.5873718,0.6669527,-0.8802062,-0.35074952,-0.49398926
04946.png,-1.2402531,-0.48059756,-0.34847626,-0.639318,-0.42541584,0.31238133,-0.07827114,-0.96971744,0.046309516,1.2850645,0.0015289094,-0.2884815
04947.png,-0.8072804,-0.597991,-0.25876164,-0.07596761,-0.02547,-0.33751237,0.4912941,-0.5979458,0.08535674,0.2499903,-0.1492778,-0.46717647
04948.png,-0.30762914,-1.1892058,-0.21782444,-1.2969774,0.22308931,-0.030647615,0.5940864,-1.3085968,0.571924,1.4400597,-0.6868259,-1.0053469
04949.png,-0.56950414,-0.48771238,-0.14716811,0.24004513,0.4323848,-0.43037412,0.47026324,-0.6372422,0.42351285,-0.15029778,-0.004458597,-0.30794856
04950.png,-1.1147273,-0.15013151,0.010183854,0.020340085,0.561261,-0.27286896,0.06931389,-0.35663727,-0.36434808,-0.101030216,0.18151945,-0.41955006
04951.png,-1.0590129,-0.6631,0.31872353,-0.39641318,0.20084892,-0.7403772,0.46491158,-1.4102228,0.46681294,0.25270143,-0.4326143,-0.087749146
04952.png,0.34279177,-0.6304768,0.32250914,-0.40733898,0.8869253,-0.2797168,0.033220865,-0.101657294,0.43603775,-0.7280481,0.3804136,0.74726754
04953.png,0.70863444,0.8743719,0.7705612,1.355993,-0.55666286,0.4534445,-0.3503493,0.6979065,-0.22099248,-0.5367622,-0.6359712,-0.548184
04954.png,0.8729559,0.4197877,0.14947675,0.37262234,0.145822,-0.008861849,0.24830621,0.6446159,0.29364964,-0.4188962,-0.24042225,0.2607399
04955.png,0.81681067,0.46495086,-0.17896202,-0.0686667,-0.05626295,0.114631064,-0.18439293,1.0654855,0.03606209,-0.45175487,0.05990342,0.27265677
04956.png,-0.5533739,0.14059648,0.13617472,-0.6036806,0.76029855,0.58784133,-0.7596159,0.5766094,-0.478704,-0.020802012,0.42988995,0.95574903
04957.png,0.95201594,1.19081,-0.2661812,0.5722432,-1.0541466,0.12815432,-1.0475721,1.1105943,-0.60687464,-0.8098257,-0.12045284,0.68016595
04958.png,-0.7512361,-1.3120252,-0.2965964,-0.8449987,0.012150395,0.20869453,-0.24990883,-1.1477263,-0.26232958,1.3593566,0.34914568,-0.536086
04959.png,0.91885746,0.44226617,0.33823246,0.33595452,0.073458865,-0.3217915,-0.052791975,0.69527346,0.030201258,-0.5947915,-0.16842361,0.7837339
04960.png,-0.75399375,-0.8498843,0.119239405,0.15052655,1.0066377,-0.608181,0.38220412,-0.5299041,0.45301285,-0.096739136,-0.035099693,0.10214165
04961.png,-0.40484396,-0.26542202,-0.10435961,0.42738125,-0.02967463,-0.67179275,0.763243,-0.40654767,0.02418554,-0.114918,-0.26882192,-0.46969032
04962.png,-0.5583558,-0.51777315,0.18472542,-0.8453398,0.9012669,-0.8053321,0.25519514,-1.2778388,-0.17839596,-0.3385454,-0.1625918,0.37595513
04963.png,-0.6843777,-0.53436685,0.40933824,-0.8731215,0.3087772,0.14443888,0.06512403,-0.55985236,-0.21545042,0.83877325,0.007699644,-0.4384612
04964.png,-0.4560022,-0.38225096,-0.2657149,0.37070557,0.4151707,-0.38715544,0.39858097,-0.22867803,0.10446119,-0.05976104,-0.14200257,-0.46864954
04965.png,0.31192237,-0.05611462,0.46278185,1.091063,0.5354621,-1.0298294,0.1150142,0.7944832,0.46125302,-0.73331577,-0.3309897,0.53277
04966.png,-1.0513704,-0.72047967,0.17390417,-0.37100032,0.9382829,-0.8294318,0.4634065,-0.61575496,0.038597897,0.06529861,-0.03591448,-0.25538793
04967.png,-1.0223348,-0.20186098,-0.83520746,-0.3824494,-0.38267943,-0.54608345,0.20710224,-0.5866475,-0.22976696,0.64082605,-0.44809812,-1.07063
04968.png,-0.559924,0.022238633,-0.11993022,0.027567655,-0.01124942,-0.61514246,0.26884204,-0.20082209,0.006645145,-0.063473485,-0.12908703,-0.21819551
04969.png,-0.15256195,-1.0984902,0.39280167,-0.6267185,0.69857126,-0.16936003,-0.2087616,-0.004572905,0.55917424,0.38656044,0.47327396,0.2996635
04970.png,0.6882342,0.76135075,0.25752988,-0.29769093,-0.35551205,0.17899986,-1.1108804,-0.31760874,-0.3887951,-0.5164915,-0.37377962,0.50944495
04971.png,-0.6923606,-1.1422361,0.17072965,-0.5786694,0.903202,-0.55794406,0.5923869,-1.2572082,0.16733587,0.48518857,-0.15531534,-0.5352562
04972.png,-0.2593201,-0.38228253,-0.1894298,0.45234796,0.09897323,-0.48032954,0.8539967,-0.23091143,0.08100361,-0.21090162,0.19009143,-0.26412177
04973.png,0.6943064,0.4963171,0.07769403,0.23152655,-0.8839891,0.5790168,0.3679519,0.4796333,0.13380648,-0.19291253,0.45526287,0.37460062
04974.png,1.5286152,0.45881516,0.27530548,0.92696834,-0.47661236,1.5183662,-0.47416317,0.586948,-0.23158115,0.152317,0.32746434,0.96554446
04975.png,0.7926036,0.5786959,0.1372986,0.122218326,-0.22601199,0.4068282,-0.5032954,0.8010117,-0.1010782,-0.26309478,-0.0010260958,0.47575
04976.png,-0.84753203,-0.021162907,-0.38071057,0.0854125,-0.42586514,-0.049398787,0.042538576,-0.36522156,-0.11676845,0.3289259,0.28206524,-0.2716056
04977.png,0.8822763,-0.11653242,0.17828362,-0.1192745,-0.010792655,-0.17146873,0.03757017,0.33647472,-0.37868568,0.011703247,-0.31718662,0.4095383
04978.png,0.44072965,0.42509657,-0.1739136,-0.9922223,0.5228063,-0.982499,-0.3906654,-0.4632786,-0.34008923,-0.72245306,-0.2797375,0.16918355
04979.png,-0.5918935,-1.0740057,0.61650115,0.048675865,1.0967381,-0.78958464,0.57958,-0.81711257,0.26676267,-0.8563438,-0.33564052,0.5470775
04980.png,-0.47605634,-1.0696601,0.15196313,-0.18780246,1.1792837,-0.32518497,0.21115416,-0.9046397,0.44564196,0.34137994,-0.09246757,-0.114775345
04981.png,1.0154972,1.5998927,0.01424828,0.4971396,-1.7433888,0.8732576,-0.4514103,0.89534724,0.39283317,-0.611888,0.0059684794,0.27921292
04982.png,-1.0199304,-0.66048807,0.021513743,-0.531098,0.732355,-0.45689818,0.22208774,-0.8289248,0.032333277,0.29561234,0.038523987,-0.012735287
04983.png,-0.8066491,-0.42138556,-0.03487751,-0.15713465,0.3584713,-0.10310539,0.33594006,-0.42440552,-0.11779451,0.16446319,0.19257735,-0.15651064
04984.png,-0.7761996,-1.0046204,0.32427844,-0.3375779,0.5185655,-0.90203714,0.59229904,-1.4470426,0.8498512,0.2452524,-0.0681016,-0.091640756
04985.png,0.7597328,-0.118274234,0.10831852,-0.4248391,0.50702477,0.42541823,-0.042460643,0.13065743,0.16759744,0.22173223,-0.1419968,0.39009446
04986.png,-0.79732394,-0.26735282,-0.73716307,-0.76424885,-0.71688634,0.31203058,-0.34358716,-0.3086519,-0.06481895,1.3750029,0.0018516686,-0.306694
04987.png,0.5013809,1.176819,-0.48178378,0.47391775,0.6537733,-0.075092874,-1.0534408,0.6584665,-0.3753132,-0.7607955,0.54086345,0.52397877
04988.png,0.92953753,0.4320472,-0.057892606,-0.29261202,-0.09509273,0.5430318,-0.45731273,0.4475317,0.0105681885,-0.27673206,0.63455963,0.7192169
04989.png,0.33354327,0.26051894,0.23872913,-0.0006329417,1.2537209,0.8284812,0.12238882,1.3417773,-0.50071347,-0.18111524,0.6043789,0.23431201
04990.png,-0.6095224,-0.1376076,-0.2343836,0.6839107,-0.32785782,-0.5587846,0.5519295,-0.44508266,0.43531802,-0.1257861,0.08192431,-0.6274537
04991.png,0.7451412,0.10543584,0.33317292,-0.3911928,0.49674085,0.37143272,-0.6594161,0.40810403,-0.40940908,-0.12924147,-0.24199536,0.7113764
